año;mes;dia_semana;hora;intensidad_media;intensidad_total;ocupacion_media;velocidad_media;registros
2023;3;1;22;1764,0812182741117;347524;5,550595238095238;29,851522842639593;197
2023;3;1;23;1362,7076923076922;265728;4,391323024054983;28,692307692307693;195
2023;3;2;0;1015,9551020408163;248909;3,5727459016393444;24,11530612244898;245
2023;3;2;1;696,5673469387755;170659;2,785860655737705;19,00204081632653;245
2023;3;2;2;569,3551020408163;139492;2,458333333333333;15,76734693877551;245
2023;3;2;3;526,5551020408163;129006;2,316256830601093;14,462244897959184;245
2023;3;2;4;524,540650406504;129037;2,0360544217687075;13,774390243902438;246
2023;3;2;5;614,30081300813;151118;2,1629098360655736;17,097560975609756;246
2023;3;2;6;1092,0569105691056;268646;3,504439890710383;25,597560975609756;246
2023;3;2;7;2358,918699186992;580294;7,836748633879782;28,934959349593495;246
2023;3;2;8;3253,8048780487807;800436;12,56530612244898;28,072154471544714;246
2023;3;2;9;3168,6341463414633;779484;13,681972789115648;27,365853658536587;246
2023;3;2;10;2635,2793522267207;650914;9,787262872628725;28,474696356275302;247
2023;3;2;11;2491,8825910931173;615495;8,359756097560975;28,998987854251013;247
2023;3;2;12;2607,0404858299594;643939;8,660569105691057;28,839068825910932;247
2023;3;2;13;2718,093117408907;671369;8,966463414634147;29,029352226720647;247
2023;3;2;14;3077,592741935484;763243;10,643049932523617;28,809475806451612;248
2023;3;2;15;3044,6612903225805;755076;10,44838056680162;28,84576612903226;248
2023;3;2;16;2831,5282258064517;702219;9,983130904183536;28,96875;248
2023;3;2;17;2924,923387096774;725381;11,7165991902834;28,541330645161292;248
2023;3;2;18;3053,493927125506;754213;11,56910569105691;28,265182186234817;247
2023;3;2;19;3022,8870967741937;749676;11,653846153846153;27,82358870967742;248
2023;3;2;20;2852,1012145748987;704469;9,578252032520325;28,90080971659919;247
2023;3;2;21;2410,076923076923;595289;7,712059620596206;29,125506072874494;247
2023;3;2;22;1846,4674796747968;454231;5,8887755102040815;29,255081300813007;246
2023;3;2;23;1538,5514403292182;373868;5,065426997245178;29,061728395061728;243
2023;3;3;0;1296,0;314928;4,262741046831955;26,53395061728395;243
2023;3;3;1;968,1142857142858;237188;3,3412208504801097;23,266326530612243;245
2023;3;3;2;810,7235772357724;199438;2,8233471074380163;20,1869918699187;246
2023;3;3;3;764,4186991869918;188047;2,7971311475409837;18,76321138211382;246
