id;tipo_elem;distrito;nombre;longitud;latitud
5635;URB;6.0;Poeta Joan Maragall S-N - Pedro Teixeira-San Germán;-3.6923762762280927;40.45526509579449
5636;URB;6.0;Poeta Joan Maragall S-N - Pintor Juán Gris-Sor Angela de la Cruz;-3.6920955742776806;40.45808768935229
5637;URB;6.0;Poeta Joan Maragall S-N - Sor Angela de la Cruz-Francisco Gervás;-3.691902444415704;40.459718998760515
5638;URB;6.0;Poeta Joan Maragall S-N - Francisco Gervas-Rosario Pino;-3.6918164354937826;40.46106811196151
5639;URB;6.0;Poeta Joan Maragall S-N - Jose Castán Tobeñas-Bravo Murillo;-3.6914779978065497;40.46448469264024
5640;URB;6.0;Pedro Teixeira E-O - PºCastellana-Poeta Joan Maragall;-3.6913461553343345;40.454959018627704
5641;URB;6.0;Pedro Teixeira O-E - Orense-Av.del Brasil;-3.693970267554451;40.45506115547314
5642;URB;6.0;San Germán E-O - PºCastellana-Poeta Joan Maragall;-3.691333550488329;40.456212512007234
5643;URB;6.0;San Germán O-E - Orense-Poeta Joan Maragall;-3.6933580028842856;40.45628910629654
5646;URB;6.0;Sor Angela de la Cruz O-E - Orense-Poeta Joan Maragall;-3.693248804134173;40.45918598204598
5647;URB;6.0;Francisco Gervás E-O - PºCastellana-Poeta Joan Maragall;-3.6909198918020887;40.460655319001354
5648;URB;6.0;Francisco Gervás O-E - Orense-Poeta Joan Maragall;-3.6931261524475114;40.46078629451577
5649;URB;6.0;Rosario Pino E-O - PºCastellana-Poeta Joan Maragall;-3.690830434337151;40.46207464811615
5650;URB;6.0;Orense S-N - Francisco Gervás-Rosario Pino;-3.693970119023401;40.46174302625217
5651;URB;6.0;Orense N-S - Francisco Gervás-Sor Angela de la Cruz;-3.6941595304534376;40.46044074796188
5652;URB;6.0;Orense N-S - San Germán-Pedro Teixeira;-3.6946834927329135;40.45592754977221
5656;URB;6.0;Francisco Gervás E-O - Poeta Joan Maragall-Orense;-3.69307578485875;40.46082247803297
5659;URB;6.0;Sor Angela de la Cruz E-O - Poeta Joan Maragall-Orense;-3.6930753981894133;40.45925624188641
5660;URB;6.0;San Germán E-O - Poeta Joan Maragall-Orense;-3.6932477335906;40.45632353950196
5661;URB;6.0;Pedro Teixeira E-O - Av.del Brasil-Orense;-3.693856999171643;40.45509742121054
5662;URB;6.0;San Germán E-O - Julián Besteiro-Teresita González;-3.696777248277405;40.45651725296801
3668;URB;6.0;San Germán O-E - Gral.Ramírez de Madrid-Gral.Cabrera;-3.6966978840358515;40.45647254363347
5663;URB;6.0;Julián Besteiro S-N - Pedro Teixeira-San Germán;-3.6953066560999117;40.4557010956218
5664;URB;6.0;Infanta Mercedes S-N - San Enrique-San Germán;-3.698280338479648;40.456020072276765
5666;URB;6.0;Infanta Mercedes N-S - Pensamiento-Alonso Castrillo;-3.6971878847293103;40.45871674956771
