año;mes;dia_semana;hora;intensidad_media;intensidad_total;ocupacion_media;velocidad_media;registros
2023;3;1;9;697,6827411167512;137443,5;11,908163265306122;28,1497461928934;197
2023;3;1;10;575,2614795918367;112751,25;8,443589743589744;28,193877551020407;196
2023;3;1;11;551,3762755102041;108069,75;7,042307692307692;28,917091836734695;196
2023;3;1;12;563,7766497461929;111064,0;7,168367346938775;28,774111675126903;197
2023;3;1;13;595,255076142132;117265,25;7,428571428571429;28,753807106598984;197
2023;3;1;14;700,9280303030303;138783,75;8,908629441624365;28,90530303030303;198
2023;3;1;15;693,7133838383838;137355,25;9,196700507614214;28,60479797979798;198
2023;3;1;16;640,8434343434343;126887,0;8,405245346869712;28,685606060606062;198
2023;3;1;17;685,7537878787879;135779,25;9,93062605752961;28,387626262626263;198
2023;3;1;18;727,4924242424242;144043,5;10,993654822335026;28,03030303030303;198
2023;3;1;19;754,236040609137;148584,5;10,722081218274111;28,368020304568528;197
2023;3;1;20;730,751269035533;143958,0;9,340561224489797;29,138324873096447;197
2023;3;1;21;605,6192893401015;119307,0;7,366496598639455;29,519035532994923;197
2023;3;1;22;441,8282051282051;86156,5;5,455756013745705;30,157692307692308;195
2023;3;1;23;340,67692307692306;66432,0;4,391323024054983;28,692307692307693;195
2023;3;2;0;254,9887295081967;62217,25;3,5833333333333335;24,214139344262296;244
2023;3;2;1;174,84733606557376;42662,75;2,7973251028806585;19,079918032786885;244
2023;3;2;2;142,33877551020407;34873,0;2,458333333333333;15,76734693877551;245
2023;3;2;3;131,63877551020408;32251,5;2,316256830601093;14,462244897959184;245
2023;3;2;4;131,65918367346939;32256,5;2,044398907103825;13,83061224489796;245
2023;3;2;5;153,5752032520325;37779,5;2,1629098360655736;17,097560975609756;246
2023;3;2;6;273,97857142857146;67124,75;3,518861454046639;25,70204081632653;245
2023;3;2;7;591,4275510204081;144899,75;7,856652949245542;29,053061224489795;245
2023;3;2;8;813,4512195121952;200109,0;12,56530612244898;28,072154471544714;246
